song_id,performer,song,spotify_genre,danceability,loudness,speechiness,valence,spotify_track_popularity
GirlfightBrooke Valentine Featuring Lil Jon & Big Boi,Brooke Valentine Featuring Lil Jon & Big Boi,Girlfight,"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",0.745,-8.24,0.148,0.603,42
Both Sides NowJudy Collins,Judy Collins,Both Sides Now,"['american folk revival', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'traditional folk']",0.352,-9.282,0.0301,0.295,50
I'd Do AnythingSimple Plan,Simple Plan,I'd Do Anything,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk', 'post-grunge']",0.395,-6.86,0.133,0.563,61
Still Got The BluesGary Moore,Gary Moore,Still Got The Blues,"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']",0.189,-14.497,0.0353,0.32,66
Evil WaysCarlos Santana & Buddy Miles,Carlos Santana & Buddy Miles,Evil Ways,"['blues rock', 'jazz fusion']",0.331,-10.645,0.0651,0.799,33
GlycerineBush,Bush,Glycerine,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",0.437,-11.439,0.0326,0.0784,66
The Wreck Of The Edmund FitzgeraldGordon Lightfoot,Gordon Lightfoot,The Wreck Of The Edmund Fitzgerald,"['album rock', 'canadian country', 'canadian folk', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",0.308,-15.24,0.0626,0.158,60
Chain Of FoolsLittle Caesar,Little Caesar,Chain Of Fools,"['deep melodic hard rock', 'glam metal', 'hard rock', 'modern hard rock', 'sleaze rock']",0.613,-8.626,0.0447,0.607,34
EscapadeJanet Jackson,Janet Jackson,Escapade,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.815,-6.698,0.0513,0.682,53
Do You See My Love (For You Growing)Jr. Walker & The All Stars,Jr. Walker & The All Stars,Do You See My Love (For You Growing),"['outlaw country', 'redneck']",0.693,-3.554,0.0923,0.777,16
Wanna Be That SongBrett Eldredge,Brett Eldredge,Wanna Be That Song,"['contemporary country', 'country', 'country road', 'modern country rock']",0.518,-4.911,0.0313,0.334,61
So Far AwayStaind,Staind,So Far Away,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",0.407,-2.935,0.063,0.156,67
PetsPorno For Pyros,Porno For Pyros,Pets,"['alternative metal', 'alternative rock', 'funk metal', 'post-grunge']",0.578,-9.541,0.0347,0.302,55
Holly HolyJr. Walker & The All Stars,Jr. Walker & The All Stars,Holly Holy,"['outlaw country', 'redneck']",0.498,-11.869,0.034,0.729,35
Back To YouLouis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To You,"['dance pop', 'pop', 'post-teen pop']",0.683,-4.918,0.142,0.645,75
I Can't Wait Another MinuteHi-Five,Hi-Five,I Can't Wait Another Minute,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.625,-8.801,0.0287,0.638,44
Deja VuOlivia Rodrigo,Olivia Rodrigo,Deja Vu,['pop'],0.439,-7.236,0.116,0.172,95
My WayUsher,Usher,My Way,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.815,-8.178,0.136,0.887,54
Say I Yi YiYing Yang Twins,Ying Yang Twins,Say I Yi Yi,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.782,-6.509,0.115,0.485,56
WingsLittle Mix,Little Mix,Wings,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",0.738,-3.141,0.127,0.538,61
I Like To Move ItReel 2 Real Featuring The Mad Stuntman,Reel 2 Real Featuring The Mad Stuntman,I Like To Move It,"['eurodance', 'hip house']",0.863,-8.546,0.0785,0.764,60
Get Up 10Cardi B,Cardi B,Get Up 10,"['pop', 'pop rap', 'rap']",0.806,-6.927,0.246,0.454,65
Piece Of MeBritney Spears,Britney Spears,Piece Of Me,"['dance pop', 'pop', 'post-teen pop']",0.769,-5.054,0.216,0.782,65
Dance To The MusicSly & The Family Stone,Sly & The Family Stone,Dance To The Music,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock']",0.703,-11.112,0.1,0.772,61
Cooler Than MeMike Posner,Mike Posner,Cooler Than Me,"['dance pop', 'pop', 'pop rap']",0.768,-4.63,0.0475,0.625,73
NormalEminem,Eminem,Normal,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.907,-6.542,0.354,0.803,69
Wonderful ChristmastimePaul McCartney,Paul McCartney,Wonderful Christmastime,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",0.774,-8.914,0.0319,0.771,89
Fooled Around And Fell In LoveElvin Bishop,Elvin Bishop,Fooled Around And Fell In Love,"['blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'southern rock']",0.637,-11.401,0.0321,0.617,61
RGF IslandFetty Wap,Fetty Wap,RGF Island,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.746,-5.066,0.0423,0.518,61
A Guy With A GirlBlake Shelton,Blake Shelton,A Guy With A Girl,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.552,-4.593,0.0383,0.777,65
Born AgainSam & Dave,Sam & Dave,Born Again,"['pop', 'uk pop']",0.602,-11.32,0.0248,0.392,17
Flex (Ooh Ooh Ooh)Rich Homie Quan,Rich Homie Quan,Flex (Ooh Ooh Ooh),"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.728,-7.533,0.0434,0.885,64
For RealLil Uzi Vert,Lil Uzi Vert,For Real,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",0.902,-7.481,0.458,0.615,62
Feels Just Like It ShouldPat Green,Pat Green,Feels Just Like It Should,['texas country'],0.658,-3.511,0.0319,0.698,36
Stand By MeBen E. King,Ben E. King,Stand By Me,"['adult standards', 'brill building pop', 'motown', 'rock-and-roll', 'soul', 'southern soul']",0.65,-9.443,0.0393,0.605,78
"""B"" GirlsYoung And Restless",Young And Restless,"""B"" Girls",[],0.615,-11.913,0.439,0.769,20
Best FriendYoung Thug,Young Thug,Best Friend,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",0.959,-5.534,0.0713,0.408,67
A Hazy Shade Of WinterSimon & Garfunkel,Simon & Garfunkel,A Hazy Shade Of Winter,"['classical performance', 'orchestral performance']",0.497,-11.203,0.0296,0.969,56
Happy TogetherThe Turtles,The Turtles,Happy Together,"['brill building pop', 'bubblegum pop', 'folk rock', 'psychedelic rock']",0.584,-9.638,0.0328,0.588,75
Open Your HeartMadonna,Madonna,Open Your Heart,"['dance pop', 'pop']",0.656,-5.039,0.0565,0.865,54
Emperor's New ClothesPanic! At The Disco,Panic! At The Disco,Emperor's New Clothes,"['baroque pop', 'emo', 'modern rock']",0.562,-4.947,0.0807,0.651,73
Second Hand RoseBarbra Streisand,Barbra Streisand,Second Hand Rose,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",0.511,-10.472,0.0376,0.644,23
Santa Tell MeAriana Grande,Ariana Grande,Santa Tell Me,"['dance pop', 'pop', 'post-teen pop']",0.506,-7.316,0.173,0.556,94
Don't Mess With My ManNivea Featuring Brian & Brandon Casey,Nivea Featuring Brian & Brandon Casey,Don't Mess With My Man,"['atl hip hop', 'deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",0.879,-4.369,0.164,0.885,66
Dog DaysAtlanta Rhythm Section,Atlanta Rhythm Section,Dog Days,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",0.417,-9.104,0.0315,0.0869,14
My Bloodtwenty one pilots,twenty one pilots,My Blood,"['modern rock', 'rock']",0.749,-6.609,0.0432,0.674,76
Wings Of A ButterflyHIM,HIM,Wings Of A Butterfly,"['adult standards', 'indie pop']",0.432,-3.474,0.0443,0.667,48
DreamsGabrielle,Gabrielle,Dreams,"['acoustic pop', 'australian pop', 'dance pop', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']",0.751,-13.652,0.036,0.568,42
ChattahoocheeAlan Jackson,Alan Jackson,Chattahoochee,"['contemporary country', 'country', 'country road']",0.606,-9.665,0.0379,0.819,67
CandyDoja Cat,Doja Cat,Candy,"['la indie', 'pop', 'pop rap']",0.689,-5.857,0.0444,0.209,86
Halleluiah ManLove And Money,Love And Money,Halleluiah Man,['scottish new wave'],0.263,-7.219,0.25,0.539,10
Bad Bitch From Tokyo (Intro)Pop Smoke,Pop Smoke,Bad Bitch From Tokyo (Intro),['brooklyn drill'],0.645,-6.871,0.179,0.674,61
Representin'Ludacris Featuring Kelly Rowland,Ludacris Featuring Kelly Rowland,Representin',"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.674,-4.762,0.0618,0.398,46
Nothin (That Compares 2 U)The Jacksons,The Jacksons,Nothin (That Compares 2 U),"['disco', 'funk', 'motown', 'quiet storm', 'soul']",0.77,-10.784,0.0484,0.559,21
Husbands And WivesRoger Miller,Roger Miller,Husbands And Wives,"['comic', 'country', 'country rock', 'folk', 'nashville sound', 'oklahoma country', 'traditional folk']",0.715,-17.773,0.038,0.431,21
Homegnash Featuring Johnny Yukon,gnash Featuring Johnny Yukon,Home,"['pop', 'post-teen pop']",0.704,-8.928,0.0901,0.527,51
Can We Still Be FriendsTodd Rundgren,Todd Rundgren,Can We Still Be Friends,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']",0.57,-13.47,0.0394,0.321,46
All Time LowJon Bellion,Jon Bellion,All Time Low,['pop rap'],0.584,-4.259,0.166,0.501,74
It'll Never Be Over For MeBaby Washington,Baby Washington,It'll Never Be Over For Me,"['beach music', 'rhythm and blues', 'southern soul']",0.663,-12.069,0.0385,0.856,11
SailAWOLNATION,AWOLNATION,Sail,"['indie pop', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",0.825,-9.582,0.0568,0.243,74
Skin TradeDuran Duran,Duran Duran,Skin Trade,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",0.673,-13.579,0.0521,0.747,41
My Heart Has A Mind Of Its OwnConnie Francis,Connie Francis,My Heart Has A Mind Of Its Own,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",0.495,-6.088,0.0336,0.715,22
My ThangJames Brown,James Brown,My Thang,"['funk', 'motown', 'soul']",0.52,-10.666,0.276,0.716,38
Deeper Than The NightOlivia Newton-John,Olivia Newton-John,Deeper Than The Night,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",0.764,-14.14,0.0365,0.715,24
Mourn You Til I Join YouNaughty By Nature,Naughty By Nature,Mourn You Til I Join You,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap']",0.811,-7.409,0.275,0.855,35
RelationshipYoung Thug Featuring Future,Young Thug Featuring Future,Relationship,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",0.842,-6.336,0.0627,0.298,73
Bad DayAlvin And The Chipmunks,Alvin And The Chipmunks,Bad Day,"[""children's music""]",0.692,-3.955,0.029,0.315,35
Can't Take My Eyes Off YouFrankie Valli,Frankie Valli,Can't Take My Eyes Off You,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",0.575,-7.448,0.0746,0.536,70
Slow Dance In A Parking LotJordan Davis,Jordan Davis,Slow Dance In A Parking Lot,['contemporary country'],0.523,-4.494,0.0335,0.523,72
Ramblin' Gamblin' ManBob Seger System,Bob Seger System,Ramblin' Gamblin' Man,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.606,-3.766,0.0514,0.868,66
North To AlaskaJohnny Horton,Johnny Horton,North To Alaska,"['country', 'country rock', 'cowboy western', 'rock-and-roll', 'rockabilly']",0.644,-14.436,0.039,0.916,50
SUGARBrockHampton,BrockHampton,SUGAR,"['boy band', 'hip hop', 'rap', 'underground hip hop']",0.453,-8.212,0.0638,0.516,78
Hanky PankyMadonna,Madonna,Hanky Panky,"['dance pop', 'pop']",0.637,-10.728,0.329,0.485,37
Did You Ever ThinkR. Kelly,R. Kelly,Did You Ever Think,[],0.706,-4.736,0.0488,0.947,41
CelebrityBrad Paisley,Brad Paisley,Celebrity,"['contemporary country', 'country', 'country road']",0.643,-4.535,0.0316,0.787,45
You Can't Turn Me Off (In The Middle Of Turning Me On)High Inergy,High Inergy,You Can't Turn Me Off (In The Middle Of Turning Me On),['motown'],0.381,-10.321,0.0501,0.595,31
GreenlightPitbull Featuring Flo Rida & LunchMoney Lewis,Pitbull Featuring Flo Rida & LunchMoney Lewis,Greenlight,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",0.695,-5.617,0.281,0.639,60
Secure The BagLil Uzi Vert,Lil Uzi Vert,Secure The Bag,"['melodic rap', 'philly rap', 'rap', 'trap']",0.803,-4.485,0.392,0.549,58
Higher PowerColdplay,Coldplay,Higher Power,"['permanent wave', 'pop']",0.507,-6.023,0.0449,0.489,86
ChangeLisa Stansfield,Lisa Stansfield,Change,"['british soul', 'dance pop', 'disco', 'new wave pop', 'soft rock']",0.677,-8.27,0.0379,0.639,52
Dance Little SisterTerence Trent D'Arby,Terence Trent D'Arby,Dance Little Sister,"['dance rock', 'new romantic', 'new wave', 'new wave pop']",0.722,-11.095,0.0901,0.93,49
SuperflyCurtis Mayfield,Curtis Mayfield,Superfly,"['chicago soul', 'classic soul', 'disco', 'funk', 'soul']",0.784,-9.141,0.11,0.749,55
Almost Doesn't CountBrandy,Brandy,Almost Doesn't Count,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.682,-7.063,0.0454,0.478,50
Lighters UpLil' Kim,Lil' Kim,Lighters Up,"['dance pop', 'east coast hip hop', 'escape room', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",0.624,-6.31,0.396,0.714,51
Along Comes MaryThe Association,The Association,Along Comes Mary,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",0.584,-7.681,0.0513,0.857,39
Too Late For GoodbyesJulian Lennon,Julian Lennon,Too Late For Goodbyes,['new wave pop'],0.867,-8.229,0.0325,0.969,50
Rock Yo HipsCrime Mob Featuring Lil Scrappy,Crime Mob Featuring Lil Scrappy,Rock Yo Hips,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.847,-5.7,0.17,0.707,53
The BellsThe Originals,The Originals,The Bells,['doo-wop'],0.34,-11.852,0.0452,0.546,38
Back At OneBrian McKnight,Brian McKnight,Back At One,"['dance pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.649,-9.09,0.0307,0.241,72
A Promise I MakeDakota Moon,Dakota Moon,A Promise I Make,[],0.711,-8.135,0.0242,0.392,36
Hard To HandleOtis Redding,Otis Redding,Hard To Handle,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",0.666,-8.672,0.0612,0.961,60
How Much LoveVixen,Vixen,How Much Love,['glam metal'],0.595,-8.806,0.0317,0.818,33
Carry OnXXXTentacion,XXXTentacion,Carry On,"['emo rap', 'miami hip hop']",0.735,-13.378,0.537,0.383,77
You're In LoveWilson Phillips,Wilson Phillips,You're In Love,"['girl group', 'new wave pop', 'pop rock', 'soft rock']",0.688,-11.05,0.0259,0.536,49
Love Makes Things HappenPebbles,Pebbles,Love Makes Things Happen,"['freestyle', 'new jack swing', 'quiet storm', 'urban contemporary']",0.663,-11.882,0.0371,0.635,41
UntouchableYoungBoy Never Broke Again,YoungBoy Never Broke Again,Untouchable,"['baton rouge rap', 'trap']",0.78,-5.039,0.186,0.43,64
Toot It And Boot ItYG,YG,Toot It And Boot It,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.796,-9.529,0.1,0.263,61
Get Over ItEagles,Eagles,Get Over It,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.507,-4.579,0.0953,0.61,49
"All The Way UpFat Joe, Remy Ma & Jay Z Featuring French Montana & Infared","Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']",0.536,-6.44,0.386,0.393,70
HeartlessThe Weeknd,The Weeknd,Heartless,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.531,-5.831,0.111,0.198,93
XChris Brown,Chris Brown,X,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.555,-5.93,0.0833,0.31,53
SupermanDonna Fargo,Donna Fargo,Superman,['classic country pop'],0.611,-11.581,0.0457,0.954,12
Fine AgainSeether,Seether,Fine Again,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",0.445,-2.978,0.0287,0.38,63
Four By The BeatlesThe Beatles,The Beatles,Four By The Beatles,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",0.527,-10.614,0.0259,0.73,33
The MajesticDion,Dion,The Majestic,"['canadian pop', 'dance pop']",0.514,-10.747,0.0809,0.691,33
Does Anybody Really Know What Time It Is?Chicago,Chicago,Does Anybody Really Know What Time It Is?,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.564,-11.615,0.0369,0.697,50
Is It Because I'm BlackSyl Johnson,Syl Johnson,Is It Because I'm Black,"['chicago soul', 'classic soul', 'funk', 'memphis soul', 'soul', 'southern soul']",0.755,-8.946,0.072,0.883,47
Face My FearsHikaru Utada & Skrillex,Hikaru Utada & Skrillex,Face My Fears,"['j-pop', 'japanese singer-songwriter']",0.628,-7.041,0.0991,0.44,65
Brown SugarThe Rolling Stones,The Rolling Stones,Brown Sugar,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0.641,-3.532,0.0351,0.966,71
Who The F*** Is That?Dolla Featuring T-Pain & Tay Dizm,Dolla Featuring T-Pain & Tay Dizm,Who The F*** Is That?,"['hip hop', 'pop', 'pop rap', 'r&b', 'trap', 'trap soul']",0.839,-6.182,0.0879,0.559,42
GreensleevesMason Williams,Mason Williams,Greensleeves,[],0.524,-12.231,0.0326,0.935,18
Why? (Am I Treated So Bad)The Staple Singers,The Staple Singers,Why? (Am I Treated So Bad),"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",0.726,-14.084,0.0297,0.683,37
Help Me Make It Through The NightJoe Simon,Joe Simon,Help Me Make It Through The Night,"['classic soul', 'motown', 'philly soul', 'soul', 'southern soul']",0.457,-10.365,0.0555,0.822,6
ErrrbodyYo Gotti,Yo Gotti,Errrbody,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.875,-6.046,0.0585,0.22,51
Be Like That3 Doors Down,3 Doors Down,Be Like That,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",0.487,-6.043,0.0238,0.306,60
Empire Strikes Back (Medley)Meco,Meco,Empire Strikes Back (Medley),[],0.526,-10.89,0.0367,0.736,19
I Need LoveLL Cool J,LL Cool J,I Need Love,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",0.803,-14.456,0.3,0.65,48
What Is Hip?Tower Of Power,Tower Of Power,What Is Hip?,"['funk', 'jazz funk', 'jazz fusion', 'modern funk', 'soul']",0.666,-5.884,0.0563,0.597,53
"Mirror, MirrorDiana Ross",Diana Ross,"Mirror, Mirror","['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",0.742,-5.797,0.0378,0.958,15
Jump!The Movement,The Movement,Jump!,"['east coast reggae', 'reggae fusion', 'reggae rock']",0.521,-14.367,0.0912,0.0924,28
A Different WorldBucky Covington,Bucky Covington,A Different World,"['contemporary country', 'country', 'country road', 'modern country rock']",0.62,-5.027,0.0276,0.464,50
Just To Satisfy YouWaylon & Willie,Waylon & Willie,Just To Satisfy You,"['country', 'country rock', 'outlaw country', 'texas country']",0.589,-13.29,0.0334,0.81,48
Blue OrchidThe White Stripes,The White Stripes,Blue Orchid,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",0.482,-8.535,0.325,0.6,58
