song_id,performer,song,spotify_genre,danceability,loudness,speechiness,valence,spotify_track_popularity
I'm Your Boogie ManKC And The Sunshine Band,KC And The Sunshine Band,I'm Your Boogie Man,"['disco', 'funk', 'motown', 'soft rock']",0.753,-13.023,0.0436,0.913,54
MonsterShawn Mendes & Justin Bieber,Shawn Mendes & Justin Bieber,Monster,NA,0.652,-7.076,0.0516,0.549,82
Baby BoyBeyonce Featuring Sean Paul,Beyonce Featuring Sean Paul,Baby Boy,"['dance pop', 'pop', 'pop rap', 'r&b']",0.655,-9.17,0.22,0.791,67
One Step CloserLinkin Park,Linkin Park,One Step Closer,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0.492,-4.419,0.0491,0.538,75
Surfer's StompThe Marketts,The Marketts,Surfer's Stomp,['surf music'],0.442,-9.66,0.0568,0.835,19
Forty DaysRonnie Hawkins,Ronnie Hawkins,Forty Days,"['canadian blues', 'rock-and-roll', 'rockabilly']",0.614,-7.247,0.0566,0.601,10
(We've Got) Honey LoveMartha Reeves & The Vandellas,Martha Reeves & The Vandellas,(We've Got) Honey Love,"['adult standards', 'brill building pop', 'classic girl group', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",0.718,-7.51,0.154,0.649,10
Pink ChiffonMitchell Torok,Mitchell Torok,Pink Chiffon,[],0.71,-3.611,0.0298,0.508,7
Under And Over ItFive Finger Death Punch,Five Finger Death Punch,Under And Over It,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",0.468,-3.027,0.179,0.094,62
I Looked At HeavenTommy Edwards,Tommy Edwards,I Looked At Heaven,"['deep adult standards', 'doo-wop']",0.553,-17.234,0.0422,0.488,10
You'll Never Find Another Love Like MineLou Rawls,Lou Rawls,You'll Never Find Another Love Like Mine,"['adult standards', 'classic soul', 'disco', 'lounge', 'motown', 'philly soul', 'quiet storm', 'soul', 'soul blues', 'vocal jazz']",0.691,-8.457,0.0317,0.934,60
If Not YouDr. Hook,Dr. Hook,If Not You,"['bubblegum pop', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",0.411,-14.543,0.0349,0.349,35
Pretty GirlsIyaz Featuring Travie McCoy,Iyaz Featuring Travie McCoy,Pretty Girls,"['dance pop', 'pop rap', 'post-teen pop']",0.647,-5.019,0.0478,0.659,57
Freedom OverspillSteve Winwood,Steve Winwood,Freedom Overspill,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'symphonic rock']",0.652,-15.464,0.0295,0.897,35
Art For Art's Sake10cc,10cc,Art For Art's Sake,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock']",0.633,-10.582,0.0509,0.45,38
MapsYeah Yeah Yeahs,Yeah Yeah Yeahs,Maps,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock']",0.502,-5.178,0.084,0.144,67
Chewy ChewyOhio Express,Ohio Express,Chewy Chewy,['bubblegum pop'],0.751,-7.109,0.0506,0.809,28
Big IronMarty Robbins,Marty Robbins,Big Iron,"['cowboy western', 'nashville sound']",0.726,-7.834,0.0491,0.57,68
In BetweenScotty McCreery,Scotty McCreery,In Between,"['contemporary country', 'country', 'country road', 'modern country rock']",0.592,-5.402,0.0558,0.393,61
ILil Skies,Lil Skies,I,"['melodic rap', 'rap', 'trap']",0.649,-7.28,0.085,0.431,82
Teenage SonataSam Cooke,Sam Cooke,Teenage Sonata,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",0.352,-8.694,0.0308,0.506,38
BreatheFaith Hill,Faith Hill,Breathe,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",0.529,-9.007,0.029,0.278,65
Country BoyAaron Lewis Featuring George Jones & Charlie Daniels,Aaron Lewis Featuring George Jones & Charlie Daniels,Country Boy,"['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'post-grunge', 'redneck']",0.595,-6.442,0.034,0.272,66
Love Will Keep Us TogetherCaptain & Tennille,Captain & Tennille,Love Will Keep Us Together,['pop edm'],0.63,-4.337,0.0312,0.928,60
Lay Me DownSam Smith,Sam Smith,Lay Me Down,"['pop', 'uk pop']",0.468,-11.138,0.0373,0.326,78
Me EnamoraJuanes,Juanes,Me Enamora,"['colombian pop', 'cumbia', 'latin', 'latin pop', 'mexican pop', 'pop', 'rock en espanol', 'tropical']",0.684,-3.867,0.034,0.922,63
In Your ArmsNico & Vinz,Nico & Vinz,In Your Arms,"['art pop', 'art rock', 'experimental', 'experimental rock', 'melancholia', 'post-punk', 'psychedelic rock']",0.431,-6.051,0.0958,0.674,57
Share The LandThe Guess Who,The Guess Who,Share The Land,"['album rock', 'art rock', 'blues rock', 'bubblegum pop', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",0.445,-3.692,0.0294,0.677,42
Spanish FleaHerb Alpert & The Tijuana Brass,Herb Alpert & The Tijuana Brass,Spanish Flea,"['adult standards', 'easy listening', 'lounge']",0.832,-11.55,0.0788,0.867,51
Ask Me No QuestionsB.B. King,B.B. King,Ask Me No Questions,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",0.747,-13.755,0.0387,0.671,21
Walks Like A LadyJourney,Journey,Walks Like A Lady,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.719,-14.065,0.0733,0.654,32
The Men All PauseKlymaxx,Klymaxx,The Men All Pause,"['freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",0.795,-12.777,0.0535,0.729,34
Perfect StrangersLil Wayne,Lil Wayne,Perfect Strangers,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.746,-2.605,0.232,0.542,57
Didn't We Almost Have It AllWhitney Houston,Whitney Houston,Didn't We Almost Have It All,"['dance pop', 'pop', 'r&b']",0.54,-10.151,0.0269,0.336,64
What U Gon' DoLil Jon & The East Side Boyz Featuring Lil Scrappy,Lil Jon & The East Side Boyz Featuring Lil Scrappy,What U Gon' Do,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']",0.838,-6.9,0.242,0.537,56
Do It Or DieAtlanta Rhythm Section,Atlanta Rhythm Section,Do It Or Die,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",0.519,-18.512,0.0316,0.646,34
Living In The BackgroundBaltimora,Baltimora,Living In The Background,['italian disco'],0.74,-13.292,0.0376,0.926,25
FirestoneKygo Featuring Conrad,Kygo Featuring Conrad,Firestone,"['edm', 'pop', 'tropical house']",0.486,-7.226,0.052,0.391,78
(I'm A) Road RunnerJr. Walker & The All Stars,Jr. Walker & The All Stars,(I'm A) Road Runner,"['outlaw country', 'redneck']",0.755,-6.56,0.0281,0.851,48
I Turn To YouChristina Aguilera,Christina Aguilera,I Turn To You,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.599,-8.356,0.0376,0.298,59
Marley Purt DriveJose Feliciano,Jose Feliciano,Marley Purt Drive,"['latin pop', 'puerto rican pop']",0.623,-11.211,0.0436,0.913,9
When You're GoneAvril Lavigne,Avril Lavigne,When You're Gone,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",0.458,-3.921,0.0323,0.168,70
"Huntin', Fishin' & Lovin' Every DayLuke Bryan",Luke Bryan,"Huntin', Fishin' & Lovin' Every Day","['contemporary country', 'country', 'country road']",0.546,-4.251,0.0348,0.387,67
SomedayGlass Tiger,Glass Tiger,Someday,"['album rock', 'classic canadian rock', 'mellow gold', 'new wave pop', 'soft rock']",0.626,-5.998,0.0302,0.704,35
Where Is The Love?The Black Eyed Peas,The Black Eyed Peas,Where Is The Love?,"['dance pop', 'pop', 'pop rap']",0.835,-3.219,0.193,0.843,68
Engine Number 9Wilson Pickett,Wilson Pickett,Engine Number 9,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",0.577,-8.097,0.112,0.882,36
I BelieveBlessid Union Of Souls,Blessid Union Of Souls,I Believe,"['cowpunk', 'neo mellow', 'pop rock', 'post-grunge']",0.491,-8.159,0.027,0.238,46
Lights And SoundsYellowcard,Yellowcard,Lights And Sounds,"['bow pop', 'emo', 'pop punk', 'pop rock', 'post-grunge', 'socal pop punk']",0.344,-3.675,0.116,0.387,61
I Want You To Want MeCheap Trick,Cheap Trick,I Want You To Want Me,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']",0.806,-12.778,0.0298,0.736,71
Take Me Or Leave MeGlee Cast,Glee Cast,Take Me Or Leave Me,"['glee club', 'hollywood', 'post-teen pop']",0.439,-2.834,0.212,0.56,43
Self CareMac Miller,Mac Miller,Self Care,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",0.52,-8.109,0.206,0.177,81
Gimme All Your LovinZZ Top,ZZ Top,Gimme All Your Lovin,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",0.63,-6.7,0.0298,0.63,69
Arthur's Theme (Best That You Can Do)Christopher Cross,Christopher Cross,Arthur's Theme (Best That You Can Do),"['adult standards', 'album rock', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'quiet storm', 'soft rock', 'yacht rock']",0.526,-11.169,0.0389,0.518,71
Hangin' On A StringLoose Ends,Loose Ends,Hangin' On A String,"['brit funk', 'disco', 'electro', 'funk', 'jazz funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",0.735,-9.587,0.0503,0.861,48
"1, 2 StepCiara Featuring Missy Elliott",Ciara Featuring Missy Elliott,"1, 2 Step","['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",0.944,-10.96,0.161,0.842,75
"Little Ole Wine Drinker, MeDean Martin",Dean Martin,"Little Ole Wine Drinker, Me","['adult standards', 'easy listening', 'lounge']",0.615,-12.797,0.0383,0.488,49
Lonely Is The NightAir Supply,Air Supply,Lonely Is The Night,"['adult standards', 'mellow gold', 'soft rock']",0.565,-14.092,0.0242,0.351,57
Only Wanna Be With YouPost Malone,Post Malone,Only Wanna Be With You,"['dfw rap', 'melodic rap', 'rap']",0.47,-4.563,0.0299,0.247,75
Walk In The SunBruce Hornsby,Bruce Hornsby,Walk In The Sun,"['album rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'soft rock']",0.703,-7.338,0.0291,0.965,27
I Thank YouSam & Dave,Sam & Dave,I Thank You,"['pop', 'uk pop']",0.818,-14.482,0.163,0.804,39
WildflowerThe JaneDear Girls,The JaneDear Girls,Wildflower,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.692,-4.354,0.03,0.69,40
These Are My PeopleRodney Atkins,Rodney Atkins,These Are My People,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",0.558,-3.687,0.0545,0.63,62
RiseHerb Alpert,Herb Alpert,Rise,"['adult standards', 'easy listening', 'lounge']",0.814,-10.802,0.0413,0.903,50
No OneAlicia Keys,Alicia Keys,No One,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.644,-5.416,0.0286,0.166,81
How You Want ThatLoon Featuring Kelis,Loon Featuring Kelis,How You Want That,['hip pop'],0.895,-4.465,0.0598,0.899,38
I BelieveThe Bachelors,The Bachelors,I Believe,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",0.515,-10.946,0.0266,0.519,35
OverdoseYoungBoy Never Broke Again,YoungBoy Never Broke Again,Overdose,"['baton rouge rap', 'trap']",0.809,-5.843,0.352,0.67,64
Gone Too SoonAndrew Jannakos,Andrew Jannakos,Gone Too Soon,[],0.529,-6.022,0.035,0.459,70
Jar Of HeartsGlee Cast,Glee Cast,Jar Of Hearts,"['glee club', 'hollywood', 'post-teen pop']",0.295,-5.964,0.0307,0.16,45
Don't Forget Me (When I'm Gone)Glass Tiger,Glass Tiger,Don't Forget Me (When I'm Gone),"['album rock', 'classic canadian rock', 'mellow gold', 'new wave pop', 'soft rock']",0.588,-4.463,0.0295,0.706,44
Castles In The AirDon McLean,Don McLean,Castles In The Air,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'traditional folk']",0.466,-11.597,0.0373,0.737,52
No MediocreT.I. Featuring Iggy Azalea,T.I. Featuring Iggy Azalea,No Mediocre,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.78,-9.539,0.0465,0.178,61
Steppin' In A Slide ZoneThe Moody Blues,The Moody Blues,Steppin' In A Slide Zone,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",0.307,-13.023,0.0411,0.17,34
Wings Of A DoveFerlin Husky,Ferlin Husky,Wings Of A Dove,['nashville sound'],0.5,-15.735,0.039,0.646,44
Take Me DownAlabama,Alabama,Take Me Down,"['country', 'country road', 'country rock']",0.751,-13.237,0.0634,0.517,40
It's All Up To YouThe Dells,The Dells,It's All Up To You,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",0.491,-12.65,0.0421,0.724,25
Baby LoveThe Supremes,The Supremes,Baby Love,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",0.582,-9.266,0.0381,0.715,70
I've Been This Way BeforeNeil Diamond,Neil Diamond,I've Been This Way Before,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.367,-15.361,0.0287,0.153,30
Stupid CupidConnie Francis,Connie Francis,Stupid Cupid,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",0.609,-4.739,0.0389,0.968,50
You're The LoveSeals & Crofts,Seals & Crofts,You're The Love,"['adult standards', 'album rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",0.659,-11.976,0.0396,0.887,33
I'd Love To Change The WorldTen Years After,Ten Years After,I'd Love To Change The World,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",0.397,-11.766,0.0358,0.343,55
StayShakespear's Sister,Shakespear's Sister,Stay,"['candy pop', 'new romantic', 'new wave pop']",0.303,-11.207,0.0473,0.178,56
"Don't Pull Your LoveHamilton, Joe Frank & Reynolds","Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,"['broadway', 'hollywood', 'show tunes']",0.618,-4.007,0.0338,0.896,51
Time And LoveBarbra Streisand,Barbra Streisand,Time And Love,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",0.338,-13.109,0.0412,0.878,12
Lean On MeClub Nouveau,Club Nouveau,Lean On Me,"['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm']",0.748,-8.42,0.066,0.919,44
PreciousDepeche Mode,Depeche Mode,Precious,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",0.568,-6.138,0.0266,0.852,58
Everything's Been ChangedThe 5th Dimension,The 5th Dimension,Everything's Been Changed,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",0.461,-11.596,0.0263,0.181,9
RainbowKacey Musgraves,Kacey Musgraves,Rainbow,"['contemporary country', 'country dawn', 'pop', 'texas country']",0.581,-7.697,0.0329,0.349,75
Ain't 2 Proud 2 BegTLC,TLC,Ain't 2 Proud 2 Beg,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.674,-10.799,0.0343,0.712,49
Dance With My FatherLuther Vandross,Luther Vandross,Dance With My Father,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.739,-9.971,0.0378,0.231,62
What Do Ya Think About ThatMontgomery Gentry,Montgomery Gentry,What Do Ya Think About That,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",0.592,-6.13,0.0291,0.705,56
Good TimesChic,Chic,Good Times,"['disco', 'disco house', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",0.869,-12.804,0.0479,0.914,62
I Keep On Loving YouReba,Reba,I Keep On Loving You,"['contemporary country', 'country', 'country dawn', 'oklahoma country']",0.538,-5.676,0.0279,0.299,39
Always On My MindWillie Nelson,Willie Nelson,Always On My Mind,"['classic country pop', 'country', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",0.518,-13.868,0.0272,0.2,64
Rest In PeaceExtreme,Extreme,Rest In Peace,"['album rock', 'funk metal', 'glam metal', 'hard rock', 'rock']",0.693,-8.75,0.0279,0.729,44
HeadlightsEminem Featuring Nate Ruess,Eminem Featuring Nate Ruess,Headlights,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.688,-3.683,0.158,0.453,64
Beez In The TrapNicki Minaj Featuring 2 Chainz,Nicki Minaj Featuring 2 Chainz,Beez In The Trap,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",0.814,-6.005,0.218,0.683,61
Come & Get ItSelena Gomez,Selena Gomez,Come & Get It,"['dance pop', 'pop', 'post-teen pop']",0.546,-4.1,0.0517,0.573,71
CarrieEurope,Europe,Carrie,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']",0.457,-7.112,0.0266,0.139,71
Top Of The WorldTim McGraw,Tim McGraw,Top Of The World,"['contemporary country', 'country', 'country road']",0.675,-5.64,0.0383,0.943,51
The WayAriana Grande Featuring Mac Miller,Ariana Grande Featuring Mac Miller,The Way,"['dance pop', 'pop', 'post-teen pop']",0.644,-3.179,0.147,0.83,69
Already GoneSugarland,Sugarland,Already Gone,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.313,-5.726,0.0322,0.373,44
I Shot The SheriffWarren G,Warren G,I Shot The Sheriff,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",0.868,-9.207,0.174,0.762,30
Cheap SunglassesZZ Top,ZZ Top,Cheap Sunglasses,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",0.617,-14.485,0.0434,0.828,33
Never StopFuture,Future,Never Stop,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.571,-5.857,0.223,0.0762,58
Sup MateYoung Thug Featuring Future,Young Thug Featuring Future,Sup Mate,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",0.874,-7.951,0.271,0.521,66
"Un Dia (One Day)J Balvin, Dua Lipa, Bad Bunny & Tainy","J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),NA,0.579,-8.23,0.0618,0.392,10
Lover Of The LightMumford & Sons,Mumford & Sons,Lover Of The Light,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",0.301,-6.853,0.0513,0.368,58
Ocean EyesBillie Eilish,Billie Eilish,Ocean Eyes,"['electropop', 'pop']",0.511,-7.65,0.041,0.169,85
Loving YouJohnny Nash,Johnny Nash,Loving You,"['bubblegum pop', 'classic uk pop', 'motown']",0.372,-11.917,0.187,0.623,19
PassionfruitDrake,Drake,Passionfruit,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.804,-11.556,0.039,0.372,81
Wild WorldMaxi Priest,Maxi Priest,Wild World,"['lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",0.566,-11.113,0.0394,0.843,37
Work ThatMary J. Blige,Mary J. Blige,Work That,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.794,-4.515,0.126,0.581,37
Tell Me You Love MeDemi Lovato,Demi Lovato,Tell Me You Love Me,"['dance pop', 'pop', 'post-teen pop']",0.538,-5.463,0.0489,0.26,73
DedicateLil Wayne,Lil Wayne,Dedicate,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.879,-6.162,0.309,0.723,64
Love Like CrazyLee Brice,Lee Brice,Love Like Crazy,"['contemporary country', 'country', 'country road', 'modern country rock']",0.535,-5.108,0.0275,0.292,62
Reach Out And Touch (Somebody's Hand)Diana Ross,Diana Ross,Reach Out And Touch (Somebody's Hand),"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",0.525,-7.611,0.0355,0.524,40
CreepRadiohead,Radiohead,Creep,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.515,-9.935,0.0369,0.104,83
Goodbye For NowP.O.D.,P.O.D.,Goodbye For Now,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",0.524,-5.105,0.0484,0.442,49
"Get LowWaka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida","Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",Get Low,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.802,-6.269,0.13,0.83,44
HistoryOne Direction,One Direction,History,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",0.655,-4.421,0.0493,0.802,75
White HorseTaylor Swift,Taylor Swift,White Horse,"['pop', 'post-teen pop']",0.578,-8.027,0.0264,0.223,60
Stand Or FallThe Fixx,The Fixx,Stand Or Fall,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",0.632,-11.067,0.0512,0.694,45
A Better LoveLondonbeat,Londonbeat,A Better Love,"['eurodance', 'europop', 'hip house']",0.626,-14.718,0.0338,0.749,17
SplashinRich The Kid,Rich The Kid,Splashin,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.942,-8.099,0.564,0.379,78
Mind ReaderDustin Lynch,Dustin Lynch,Mind Reader,"['contemporary country', 'country', 'country road', 'modern country rock']",0.394,-4.17,0.0413,0.525,60
Dream WeaverGary Wright,Gary Wright,Dream Weaver,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",0.266,-13.682,0.0305,0.148,57
The Secret Of My SuccessNight Ranger,Night Ranger,The Secret Of My Success,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.611,-10.859,0.0418,0.563,29
Lucky OneAmy Grant,Amy Grant,Lucky One,"['adult standards', 'christian alternative rock', 'christian music']",0.505,-4.878,0.0266,0.744,32
My Eyes Adored YouFrankie Valli,Frankie Valli,My Eyes Adored You,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",0.461,-10.443,0.0316,0.387,59
Two Tickets To ParadiseEddie Money,Eddie Money,Two Tickets To Paradise,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",0.623,-13.255,0.0282,0.737,65
Sing For The DayStyx,Styx,Sing For The Day,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.454,-13.472,0.0306,0.45,31
I Still Love YouLil Suzy,Lil Suzy,I Still Love You,['freestyle'],0.695,-8.241,0.0285,0.775,12
Spend My Life With YouEric Benet Featuring Tamia,Eric Benet Featuring Tamia,Spend My Life With You,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.583,-8.784,0.0386,0.292,59
BedNicki Minaj Featuring Ariana Grande,Nicki Minaj Featuring Ariana Grande,Bed,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",0.757,-6.304,0.187,0.451,72
Too CloseAlex Clare,Alex Clare,Too Close,['modern alternative rock'],0.579,-4.16,0.0452,0.284,61
Rockaway BeachRamones,Ramones,Rockaway Beach,"['early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.426,-2.469,0.0529,0.895,53
Changed ItNicki Minaj & Lil Wayne,Nicki Minaj & Lil Wayne,Changed It,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",0.802,-8.352,0.431,0.644,51
Another Day In ParadisePhil Collins,Phil Collins,Another Day In Paradise,"['mellow gold', 'soft rock']",0.78,-7.32,0.0306,0.365,75
MagicColdplay,Coldplay,Magic,"['permanent wave', 'pop']",0.738,-8.915,0.0403,0.355,74
Please Mr. PostmanThe Marvelettes,The Marvelettes,Please Mr. Postman,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",0.786,-5.191,0.0314,0.968,69
Come Get It BaePharrell Williams,Pharrell Williams,Come Get It Bae,"['dance pop', 'pop', 'pop rap']",0.934,-5.665,0.0849,0.895,59
Rough & ReadyTrace Adkins,Trace Adkins,Rough & Ready,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",0.708,-3.899,0.0424,0.702,42
Go GirlPitbull Featuring Trina & Young Bo$$,Pitbull Featuring Trina & Young Bo$$,Go Girl,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",0.986,-6.809,0.308,0.761,51
Nobody But YouBlake Shelton Duet With Gwen Stefani,Blake Shelton Duet With Gwen Stefani,Nobody But You,NA,0.463,-5.515,0.0273,0.233,67
Somebody To LoveGeorge Michael & Queen,George Michael & Queen,Somebody To Love,"['dance rock', 'europop', 'new wave pop', 'soft rock']",0.333,-6.918,0.0515,0.384,57
When I Grow Up (To Be A Man)The Beach Boys,The Beach Boys,When I Grow Up (To Be A Man),"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",0.39,-6.846,0.0365,0.789,35
I'll See You In My DreamsGiant,Giant,I'll See You In My Dreams,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop', 'stomp and holler']",0.402,-12.024,0.0371,0.115,45
The BoxRoddy Ricch,Roddy Ricch,The Box,"['melodic rap', 'rap', 'trap']",0.896,-6.687,0.0559,0.642,93
GreaseFrankie Valli,Frankie Valli,Grease,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",0.82,-8.45,0.0481,0.872,65
Paperback WriterThe Beatles,The Beatles,Paperback Writer,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",0.472,-6.03,0.0562,0.841,64
"Hey, Soul SisterTrain",Train,"Hey, Soul Sister","['neo mellow', 'pop', 'pop rock']",0.673,-4.44,0.0431,0.795,83
