subject.exp,gender,age,list,property.type,exception.type,condition,item.no,statement,response
174,male,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
174,male,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
174,male,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
174,male,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
174,male,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
174,male,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
174,male,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
174,male,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
175,male,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
176,male,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
176,male,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
176,male,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
176,male,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
176,male,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
176,male,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
176,male,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
176,male,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
177,male,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
177,male,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
177,male,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
177,male,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
177,male,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
177,male,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
177,male,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
177,male,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
178,female,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
178,female,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
178,female,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
178,female,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
178,female,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
178,female,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
178,female,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
178,female,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,1
179,male,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,1
180,male,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,0
180,male,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,0
180,male,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,0
180,male,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,0
180,male,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,0
180,male,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,0
180,male,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,0
180,male,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,0
181,female,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,0
181,female,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,1
181,female,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,0
181,female,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,0
181,female,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,1
181,female,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,1
181,female,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,1
181,female,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,1
182,female,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,0
182,female,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,0
182,female,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,0
182,female,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,0
182,female,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,0
182,female,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,0
182,female,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,0
182,female,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,0
183,female,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,1
183,female,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,1
183,female,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,1
183,female,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,1
183,female,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,1
183,female,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,1
183,female,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,1
183,female,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,1
184,male,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,0
184,male,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,1
184,male,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,1
184,male,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,1
184,male,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,1
184,male,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,1
184,male,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,0
184,male,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,1
185,male,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,1
185,male,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,1
185,male,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,1
185,male,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,0
185,male,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,1
185,male,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,1
185,male,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,0
185,male,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,1,Ackles love to play with toys.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,2,Borps love talk to their mothers.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,3,Glippets love to run through parks.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,4,Murbs love to draw their names.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,5,Pagons love to feel safe.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,6,Scobbits love to make new  games.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,7,Vardies love to play with cats.,1
186,male,child,5 GEN,neutral,minimal,neutralminimal,8,Zorbs love to make people sing.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
187,female,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
188,female,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
188,female,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,0
188,female,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
188,female,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
188,female,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
188,female,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,0
188,female,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
188,female,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
189,female,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
189,female,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,1
189,female,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
189,female,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
189,female,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
189,female,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,1
189,female,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
189,female,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
190,male,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
190,male,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,1
190,male,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
190,male,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
190,male,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
190,male,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,1
190,male,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
190,male,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
191,male,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
191,male,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,0
191,male,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
191,male,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
191,male,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
191,male,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,0
191,male,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
191,male,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
192,female,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
192,female,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,0
192,female,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
192,female,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
192,female,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
192,female,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,0
192,female,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
192,female,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
193,male,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
193,male,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,1
193,male,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
193,male,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
193,male,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
193,male,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,0
193,male,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
193,male,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
194,male,child,7 GEN,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
194,male,child,7 GEN,neutral,maximal,neutralmaximal,2,Borps love talk to their mothers.,1
194,male,child,7 GEN,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
194,male,child,7 GEN,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
194,male,child,7 GEN,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
194,male,child,7 GEN,neutral,maximal,neutralmaximal,6,Scobbits love to make new  games.,1
194,male,child,7 GEN,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
194,male,child,7 GEN,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
