subject.exp,gender,age,list,property.type,exception.type,condition,item.no,statement,response
88,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
88,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
88,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
88,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
88,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
88,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
88,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
88,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
89,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
89,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
89,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
89,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
89,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
89,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
89,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
89,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
90,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
90,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
90,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
90,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
90,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
90,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
90,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
90,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
91,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
91,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
91,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
91,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
91,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
91,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
91,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
91,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
92,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
92,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
92,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
92,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
92,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
92,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
92,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
92,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
93,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
93,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
93,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
93,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
93,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
93,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
93,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
93,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
94,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
94,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
94,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
94,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
94,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
94,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
94,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
94,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
95,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
95,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
95,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
95,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
95,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
95,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
95,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
95,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
96,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
96,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
96,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
96,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
96,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
96,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
96,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
96,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
97,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
97,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
97,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
97,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
97,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
97,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
97,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
97,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
98,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
98,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
98,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
98,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
98,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
98,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
98,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
98,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
99,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
99,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
99,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
99,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
99,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
99,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
99,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
99,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
100,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
100,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
100,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
100,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
100,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
100,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
100,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
100,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
101,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
101,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
101,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
101,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
101,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
101,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
101,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
101,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
102,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
102,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
102,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
102,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
102,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
102,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
102,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
102,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
103,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
103,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
103,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
103,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
103,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
103,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
103,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
103,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
104,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
104,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
104,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
104,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
104,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
104,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
104,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
104,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
105,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
105,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
105,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
105,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
105,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
105,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
105,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
105,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
106,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
106,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
106,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
106,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
106,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
106,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
106,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
106,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
107,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
107,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
107,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
107,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
107,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
107,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
107,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
107,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
108,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
108,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
108,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
108,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
108,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
108,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
108,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
108,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
109,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
109,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
109,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
109,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
109,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
109,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
109,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
109,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
110,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
110,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
110,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
110,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
110,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
110,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
110,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
110,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
111,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
111,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
111,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
111,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
111,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
111,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
111,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
111,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
112,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
112,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
112,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
112,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
112,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
112,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
112,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
112,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
113,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
113,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
113,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
113,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
113,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
113,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
113,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
113,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
114,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
114,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
114,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
114,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
114,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
114,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
114,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
114,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
115,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
115,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
115,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
115,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
115,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
115,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
115,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
115,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
116,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
116,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
116,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
116,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
116,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
116,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
116,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
116,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
117,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
117,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
117,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
117,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
117,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
117,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
117,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
117,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
118,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
118,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
118,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
118,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
118,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
118,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
118,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
118,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
119,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
119,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
119,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
119,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
119,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
119,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
119,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
119,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
120,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
120,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
120,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
120,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
120,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
120,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
120,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
120,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
125,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
125,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
125,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
125,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
125,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
125,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
125,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
125,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
126,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
126,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
126,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
126,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
126,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
126,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
126,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
126,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
127,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
127,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
127,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
127,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
127,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
127,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
127,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
127,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
128,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
128,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
128,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
128,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
128,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
128,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
128,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
128,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
129,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
129,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
129,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
129,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
129,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
129,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
129,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
129,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
130,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
130,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
130,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
130,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
130,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
130,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
130,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
130,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
131,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
131,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
131,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
131,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
131,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
131,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
131,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
131,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
132,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
132,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
132,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
132,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
132,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
132,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
132,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
132,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
133,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
133,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
133,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
